Publisher Name,Type,Location,Country,Genres/Focus,Contact Email,Phone,Address,Website,Submissions Email,Annual Output,Has Audiobooks,Priority Tier,Notes
University of Delaware Press,Academic,Delaware,USA,"Literary studies, early modern",Via website,N/A,DE,udpress.udel.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Delaware"
Lehigh University Press,Academic,Pennsylvania,USA,"Literary criticism, history",Via website,N/A,PA,lupress.cas.lehigh.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Lehigh"
Bucknell University Press,Academic,Pennsylvania,USA,"Literary studies, Latin American",Via website,N/A,PA,bucknelluniversitypress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Bucknell"
University of Scranton Press,Academic,Pennsylvania,USA,"Catholic, Jesuit, ethics",Via website,N/A,PA,scranton.edu/uspress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Jesuit"
Duquesne University Press,Academic,Pittsburgh PA,USA,"Philosophy, literature, psychology",Via website,N/A,PA,dupress.duq.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Pittsburgh Catholic"
University of Pittsburgh Press,Academic,Pittsburgh PA,USA,"History of science, Latin American",Via website,N/A,PA,upress.pitt.edu,Via website,N/A,Unknown,High,"Pittsburgh"
Carnegie Mellon University Press,Academic,Pittsburgh PA,USA,"Poetry, literary",Via website,N/A,PA,cmu.edu/universitypress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Carnegie Mellon"
Case Western Reserve,Academic,Ohio,USA,"Medical, humanities",Via website,N/A,OH,case.edu/library/press,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Cleveland"
Miami University Press,Academic,Ohio,USA,"Poetry",Via website,N/A,OH,miamioh.edu/press,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Ohio poetry"
Bowling Green State University,Academic,Ohio,USA,"Popular culture",Via website,N/A,OH,bgsu.edu/popular-culture-press,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Pop culture"
University of Akron Press,Academic,Ohio,USA,"Poetry, Ohio history",Via website,N/A,OH,uakron.edu/uapress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Akron"
Kent State University Press,Academic,Ohio,USA,"Civil War, Ohio, fashion",Via website,N/A,OH,kentstateuniversitypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Kent State"
Ohio University Press,Academic,Ohio,USA,"Appalachia, Southeast Asian",Via website,N/A,OH,ohioswallow.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Swallow Press"
Oberlin College Press,Academic,Ohio,USA,"Poetry (FIELD)",Via website,N/A,OH,oberlin.edu/press,Via website,N/A,NO AUDIOBOOKS,TIER 1,"FIELD poetry"
Trillium Press,Traditional,Ohio,USA,"Ohio interest",Via website,N/A,OH,trilliumpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Ohio regional"
Gray & Company,Traditional,Ohio,USA,"Cleveland, Ohio interest",Via website,N/A,OH,grayco.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Cleveland"
Orange Frazer Press,Traditional,Ohio,USA,"Ohio interest, sports",Via website,N/A,OH,orangefrazer.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Ohio sports"
Bottom Dog Press,Traditional,Ohio,USA,"Working class literature",Via website,N/A,OH,bottomdogpress.net,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Ohio literary"
Lake Effect (Penn State),Academic,Pennsylvania,USA,"Literary journal/press",Via website,N/A,PA,psu.edu/lakeeffect,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Literary"
Autumn House Press,Nonprofit,Pittsburgh PA,USA,"Poetry, fiction, nonfiction",Via website,N/A,PA,autumnhouse.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Pittsburgh"
Etruscan Press,Traditional,Ohio,USA,"Poetry, fiction, nonfiction",Via website,N/A,OH,etruscanpress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Literary"
University Press of Kentucky,Academic,Kentucky,USA,"Appalachia, Civil War, film",Via website,N/A,KY,kentuckypress.com,Via website,N/A,Unknown,High,"Kentucky"
Sarabande Books,Nonprofit,Kentucky,USA,"Poetry, fiction, essays",Via website,N/A,KY,sarabandebooks.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Louisville"
University of Tennessee Press,Academic,Tennessee,USA,"Appalachia, Civil War, material culture",Via website,N/A,TN,utpress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Knoxville"
Vanderbilt University Press,Academic,Tennessee,USA,"Health policy, education",Via website,N/A,TN,vanderbiltuniversitypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Nashville"
University of Georgia Press,Academic,Georgia,USA,"Southern, nature, literature",Via website,N/A,GA,ugapress.org,Via website,N/A,Unknown,High,"Athens GA"
Mercer University Press,Academic,Georgia,USA,"Southern, religion, poetry",Via website,N/A,GA,mupress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Macon GA"
University of South Carolina Press,Academic,South Carolina,USA,"Southern, military, Civil War",Via website,N/A,SC,sc.edu/uscpress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Columbia SC"
University of Alabama Press,Academic,Alabama,USA,"Southern, military, rhetoric",Via website,N/A,AL,uapress.ua.edu,Via website,N/A,Unknown,High,"Tuscaloosa"
University Press of Mississippi,Academic,Mississippi,USA,"Southern, film, American studies",Via website,N/A,MS,upress.state.ms.us,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Jackson MS"
LSU Press,Academic,Louisiana,USA,"Southern, Civil War, literature",Via website,N/A,LA,lsupress.org,Via website,N/A,Unknown,High,"Baton Rouge"
Pelican Publishing Company,Traditional,Louisiana,USA,"Louisiana, Southern, children's",Via website,N/A,LA,pelicanpub.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Louisiana"
University Press of Florida,Academic,Florida,USA,"Florida, Caribbean, Latin American",Via website,N/A,FL,upf.com,Via website,N/A,Unknown,High,"Gainesville"
Pineapple Press,Traditional,Florida,USA,"Florida interest, nature",Via website,N/A,FL,pineapplepress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Florida"
University of Texas Press,Academic,Texas,USA,"Texas, Latin American, film",Via website,N/A,TX,utpress.utexas.edu,Via website,N/A,Unknown,High,"Austin"
Texas A&M University Press,Academic,Texas,USA,"Texas, military, agriculture",Via website,N/A,TX,tamupress.com,Via website,N/A,Unknown,High,"College Station"
Texas Tech University Press,Academic,Texas,USA,"Texas, Western, natural history",Via website,N/A,TX,ttupress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Lubbock"
University of North Texas Press,Academic,Texas,USA,"Texas, Western, military",Via website,N/A,TX,untpress.unt.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Denton"
TCU Press,Academic,Texas,USA,"Texas, Western, biography",Via website,N/A,TX,prs.tcu.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Fort Worth"
SMU Press,Academic,Texas,USA,"Texas, Southwest, ethics",Via website,N/A,TX,smupress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Dallas"
Trinity University Press,Academic,Texas,USA,"Texas, Southwest, literary",Via website,N/A,TX,tupress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"San Antonio"
Maverick Publishing,Traditional,Texas,USA,"Texas interest",Via website,N/A,TX,maverickpub.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Texas regional"
State House Press,Traditional,Texas,USA,"Texas history",Via website,N/A,TX,statehousepress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Texas history"
Bright Sky Press,Traditional,Texas,USA,"Texas, regional, lifestyle",Via website,N/A,TX,brightskypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Texas lifestyle"
Texas State Historical Association,Traditional,Texas,USA,"Texas history",Via website,N/A,TX,tshaonline.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Texas history"
University of New Mexico Press,Academic,New Mexico,USA,"Southwest, Native American",Via website,N/A,NM,unmpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Albuquerque"
Museum of New Mexico Press,Traditional,New Mexico,USA,"Southwest art, culture",Via website,N/A,NM,mnmpress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Santa Fe"
Clear Light Publishers,Traditional,New Mexico,USA,"Native American, Southwest",Via website,N/A,NM,clearlightbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Santa Fe"
University of Arizona Press,Academic,Arizona,USA,"Southwest, Indigenous, Latin American",Via website,N/A,AZ,uapress.arizona.edu,Via website,N/A,Unknown,High,"Tucson"
Rio Nuevo Publishers,Traditional,Arizona,USA,"Southwest, Arizona interest",Via website,N/A,AZ,rionuevo.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Tucson"
University of Nevada Press,Academic,Nevada,USA,"Western, Basque studies",Via website,N/A,NV,unpress.nevada.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Reno"
University of Utah Press,Academic,Utah,USA,"Western, anthropology",Via website,N/A,UT,uofupress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Salt Lake City"
Utah State University Press,Academic,Utah,USA,"Western, folklore, composition",Via website,N/A,UT,usupressacademic.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Logan"
Gibbs Smith Publisher,Traditional,Utah,USA,"Home, design, children's, Western",Via website,N/A,UT,gibbs-smith.com,Via website,N/A,Unknown,High,"Layton"
University Press of Colorado,Academic,Colorado,USA,"Western, archaeology, Native American",Via website,N/A,CO,upcolorado.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Louisville CO"
Johnson Books,Traditional,Colorado,USA,"Western US, outdoor, nature",Via website,N/A,CO,johnsonbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Boulder"
Fulcrum Publishing,Traditional,Colorado,USA,"Western, Native American, nature",Via website,N/A,CO,fulcrum.bookstore.ipgbook.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Golden"
Bower House,Traditional,Colorado,USA,"Western fiction",Via website,N/A,CO,bowerhousebooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Denver"
Filter Press,Traditional,Colorado,USA,"Western Americana, Colorado",Via website,N/A,CO,filterpressbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Palmer Lake"
University of Wyoming,Academic,Wyoming,USA,"Wyoming, Western",Via website,N/A,WY,uwyo.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Laramie"
High Plains Press,Traditional,Wyoming,USA,"Western, cowboy poetry",Via website,N/A,WY,highplainspress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Glendo WY"
University of Montana Press,Academic,Montana,USA,"Montana, Western",Via website,N/A,MT,umt.edu/mansfield/umpress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Missoula"
Riverbend Publishing,Traditional,Montana,USA,"Montana interest, outdoor",Via website,N/A,MT,riverbendpublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Helena"
Farcountry Press,Traditional,Montana,USA,"Montana, photo books, nature",Via website,N/A,MT,farcountrypress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Helena"
University of Idaho Press,Academic,Idaho,USA,"Idaho, Pacific NW",Via website,N/A,ID,uidahopress.org,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Moscow ID"
Caxton Press,Traditional,Idaho,USA,"Western, Idaho interest",Via website,N/A,ID,caxtonpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Caldwell"
Washington State University Press,Academic,Washington,USA,"Pacific NW, Western",Via website,N/A,WA,wsupress.wsu.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Pullman"
University of Washington Press,Academic,Washington,USA,"Pacific NW, Asian, Native American",Via website,N/A,WA,uwapress.uw.edu,Via website,N/A,Unknown,High,"Seattle"
Sasquatch Books,Traditional,Washington,USA,"Pacific NW, food, travel, nature",Via website,N/A,WA,sasquatchbooks.com,Via website,N/A,Unknown,High,"Seattle"
Oregon State University Press,Academic,Oregon,USA,"Pacific NW, natural history",Via website,N/A,OR,osupress.oregonstate.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Corvallis"
University of Oregon Press,Academic,Oregon,USA,"Oregon interest",Via website,N/A,OR,uoregon.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Eugene"
Ooligan Press,Academic,Oregon,USA,"Pacific NW, literary",Via website,N/A,OR,ooliganpress.pdx.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Portland State"
Hawthorne Books,Traditional,Oregon,USA,"Literary fiction, nonfiction",Via website,N/A,OR,hawthornebooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Portland"
Timber Press,Traditional,Oregon,USA,"Gardening, nature",Via website,N/A,OR,timberpress.com,Via Workman,N/A,NO AUDIOBOOKS,TIER 1,"Portland"
Graphic Arts Books,Traditional,Oregon,USA,"Pacific NW, outdoor, nature",Via website,N/A,OR,graphicartsbooks.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Portland"
University of Hawai'i Press,Academic,Hawaii,USA,"Hawaii, Pacific, Asian studies",Via website,N/A,HI,uhpress.hawaii.edu,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Honolulu"
Mutual Publishing,Traditional,Hawaii,USA,"Hawaii interest",Via website,N/A,HI,mutualpublishing.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Honolulu"
University of Alaska Press,Academic,Alaska,USA,"Alaska, Arctic, Indigenous",Via website,N/A,AK,uaf.edu/uapress,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Fairbanks"
Epicenter Press,Traditional,Alaska,USA,"Alaska, Pacific NW",Via website,N/A,AK,epicenterpress.com,Via website,N/A,NO AUDIOBOOKS,TIER 1,"Kenmore WA"
